2.852448704,-0.324568299
2.346341937,-0.729223725
2.229032844,-0.599339841
2.458669104,-0.385466572
2.844176947,-0.196812961
2.973298278,0.13137845
2.865820822,-0.006649903
2.277878187,-0.715749752
1.736324189,-0.082124791
2.75791718,-0.599577096
1.869380959,0.020359716
2.945533967,-0.615038462
2.745662543,-0.713393818
2.533543,-0.260222809
2.68499458,-0.566791325
2.424136666,0.07670952
2.142584539,-0.647643437
2.051791013,-0.111343421
2.173641861,0.04962509
3.146208909,-0.408673111
2.753921619,-0.133363908
2.652152232,-0.491571999
2.203323886,-0.677619508
3.172089878,-1.088310403
2.791309425,-0.60569219
2.215357358,-0.152751786
2.09098749,-0.262751321
2.375826247,-0.650204648
1.778259065,-0.31474437
3.535853357,-1.116087311
2.402029999,-0.010763968
2.529793182,-0.586211865
2.930177088,-0.33102941
2.740759481,-0.147275794
2.397454335,-0.579593205
1.980053613,0.214385816
2.392398367,-0.183007827
2.220847049,-0.14092625
2.898940903,-0.01047023
2.691307464,0.02749701
2.51748506,-0.101474804
2.439258997,0.52383863
2.273683566,-0.494835002
2.58018534,0.24669638
2.171849819,-0.75209733
2.387267753,-0.462249919
3.082016299,-0.452074636
2.346637813,-0.595950906
3.233145104,-0.25106495
2.773312313,-0.065469107
-0.279124268,-1.55935309
-0.245378262,-2.105658958
-0.132769803,-1.697977758
-0.068626567,-1.690734066
-0.290942843,-1.700876819
-0.773806105,-1.961568751
-1.157180024,-1.453213501
-0.795081835,-1.413132267
-0.37777023,-1.792822034
0.157173981,-1.51224893
-0.748124761,-1.945735155
-0.9850917,-1.651147296
-0.279005325,-1.398422329
-0.27662902,-1.574677632
-0.891324745,-1.610426425
-0.437760107,-1.199492413
-1.332033472,-1.915579676
-0.336069011,-1.392760032
0.334600773,-1.580685359
-0.811847938,-1.911225908
-0.513363951,-1.683011965
-0.244163829,-1.787768161
0.180325784,-1.431606453
-0.734029497,-1.518141829
-0.612309532,-2.286611432
-0.474612004,-1.094000356
-1.024249385,-2.389780967
0.098003524,-1.423456521
-0.446866071,-1.915461798
-0.251429496,-1.292517202
-0.579185008,-1.522893585
-0.548051549,-1.184148709
-0.307954931,-1.719902098
0.284125662,-2.491543406
-0.378417225,-1.738383324
-0.992938931,-1.622575776
0.484261119,-1.241644325
-0.127234017,-2.060415035
-0.573781001,-1.750193314
0.110656204,-1.814688548
0.081802426,-1.143171712
0.075803268,-2.214885381
-0.022568578,-1.295963777
-0.51236397,-1.262407067
-1.215222384,-1.697929187
-0.595714307,-1.365823379
-0.011561158,-1.483722205
-0.119316802,-1.903693342
0.107350336,-1.897029159
-0.049515612,-2.351950005
